num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,gross,Class
123,111,81,687,12000,93894,14823,0,286,R,3600000,1995,898,7.6,0,31968347,B
67,98,11000,967,1000,29385,4302,4,86,R,20000000,1994,979,7.5,979,13383737,A
224,117,0,845,12000,158267,15371,1,559,R,54000000,2002,919,6.7,0,81645152,B
292,132,845,683,18000,229574,37605,0,436,R,55000000,2014,17000,7.2,56000,101530738,B
106,120,1000,954,29000,167750,33791,2,506,PG-13,14500000,1996,1000,6.8,10000,46338728,B
80,91,21,542,2000,102933,4842,0,230,G,100000000,1996,700,6.9,0,100117603,B
56,114,65,440,743,16260,2367,1,88,PG,60000000,1998,730,4.9,296,12065985,A
195,96,192,501,40000,147504,41293,1,531,PG-13,40000000,2004,534,6.6,0,47781388,B
138,105,43,827,22000,34985,37766,1,135,R,22000000,2010,14000,5.4,0,1796024,A
813,164,22000,23000,27000,1144337,106759,0,2701,PG-13,250000000,2012,23000,8.5,164000,448130642,B
221,97,25,861,929,76199,3679,0,944,PG-13,10000000,2010,927,4.4,13000,21371425,A
474,128,310,77,745,195333,1058,2,409,R,20000000,2015,168,8.1,80000,44988180,B
62,117,101,743,13000,63459,16937,2,185,PG-13,27000000,1996,852,6.9,3000,24944213,A
240,96,0,10000,18000,72809,48878,0,249,PG,200000000,2009,14000,6.8,0,137850096,B
175,106,487,263,685,220591,1942,2,641,PG-13,36000000,1997,485,7.8,17000,12339633,A
14,95,0,133,296,1338,690,1,14,Not Rated,9000,2011,205,6.4,413,4584,A
188,100,0,267,15000,120798,16264,0,444,G,165000000,2004,726,6.6,10000,665426,A
161,110,72,789,18000,96565,21554,1,135,PG-13,40000000,2010,1000,5.5,0,67061228,B
242,129,0,625,12000,67395,14421,0,564,PG-13,63000000,2006,1000,6,0,70236496,B
434,138,0,8000,12000,200022,32355,2,1240,PG-13,125000000,2014,9000,5.8,71000,101160529,B
267,138,0,258,820,212106,1814,0,1445,PG-13,137000000,2003,300,5.7,0,132122995,B
26,85,0,499,11000,7367,14599,0,37,R,6000000,2008,826,4.7,850,36497,A
161,91,287,725,1000,22773,4438,0,195,R,1000000,1981,823,6.6,0,17986000,A
196,98,88,706,12000,80574,14699,1,157,R,24000000,2010,854,6.5,12000,23225911,A
239,194,0,195,14000,217373,19600,1,942,R,130000000,2005,5000,7.2,0,47396698,B
121,104,0,517,754,23986,2442,0,201,X,6500000,1980,567,7.1,0,31899000,B
142,108,6,1000,3000,200260,7872,0,431,R,30000000,2001,1000,6.4,0,145096820,B
154,93,11000,629,11000,192940,12691,0,491,PG,4000000,1977,636,8.1,0,39200000,B
71,93,14,728,2000,15740,5468,0,110,PG,,2006,1000,4.9,1000,35092918,B
205,93,80,48,692,314630,1148,1,483,PG,150000000,2004,309,7.2,0,436471036,B
52,106,10,578,3000,3198,6419,4,43,R,6000000,2001,685,6.3,478,27457409,A
500,132,905,1000,34000,518537,50983,3,698,PG-13,160000000,2011,13000,7.8,54000,146405371,B
143,80,40,375,3000,16385,4394,0,100,PG,80000000,2010,642,4.6,0,100169068,B
75,92,29,618,939,18271,3935,9,150,R,16000000,2004,881,4.4,0,13922211,A
28,118,13,643,23000,13995,26907,1,62,R,44000000,1996,2000,5.6,353,44834712,B
144,86,378,783,957,12197,3535,0,150,PG-13,12000000,2006,925,6.3,650,5542025,A
152,124,213,372,838,63067,2583,0,533,R,50000000,2002,593,6.7,0,52752475,B
60,114,160,271,1000,18366,1816,2,219,PG,30000000,1998,367,6.9,0,18252684,A
109,106,0,67,617,34224,916,0,137,R,9500000,2010,163,7,10000,58214,A
45,83,119,633,885,8560,2907,2,205,PG-13,12000000,2008,816,4.3,797,7001720,A
106,115,597,597,893,16469,3946,1,275,PG,24000000,2000,854,6.9,0,32662299,B
189,80,129,26,375,12241,460,1,112,R,200000,2008,44,7.1,0,856942,A
77,101,93,218,287,51349,993,2,213,PG-13,87000000,2005,233,4.3,0,26082914,A
63,90,49,191,12000,12519,12776,5,112,R,24000000,2000,215,5.9,853,5108820,A
315,111,124,357,13000,238916,24928,4,328,PG-13,58000000,2010,11000,7.1,32000,90356857,B
291,153,446,154,523,188637,1383,0,815,PG-13,28000000,2005,405,7.9,11000,119518352,B
89,117,0,322,855,113068,2144,1,382,R,40000000,1992,363,7.8,0,72455275,B
350,122,308,10000,17000,348007,44060,1,1535,PG-13,37000000,2008,12000,5.2,19000,191449475,B
27,88,22,120,174,4972,583,1,62,R,17000000,1991,132,5.9,0,9286314,A
265,123,174,602,87000,141663,88953,1,383,R,,2009,1000,7,20000,41573740,B
358,119,845,992,18000,203154,31782,3,698,R,70000000,2013,11000,6.5,45000,98895417,B
140,110,65,149,3000,80556,4089,1,184,PG-13,20000000,2008,427,6.6,0,24848292,A
186,125,0,11000,14000,95437,45696,12,211,PG-13,52000000,2010,12000,5.7,9000,110476776,B
26,85,7,615,723,19284,3712,0,66,R,20000000,2002,706,5.8,981,32983713,B
187,120,278,963,11000,69860,15226,2,214,R,85000000,2009,2000,6.6,0,112703470,B
47,92,14,488,789,35918,2318,1,126,R,60000000,1995,520,5.4,1000,50024083,B
,120,0,0,12,56,15,0,2,Unrated,,2004,3,7.4,32,227241,A
32,91,10,574,890,5312,3104,3,40,PG-13,15600000,2002,578,4.5,939,13571817,A
86,103,65,311,11000,19364,12566,2,128,PG-13,40000000,2002,944,5.8,835,14448589,A
401,97,171,846,11000,252257,15516,2,634,PG,180000000,2014,2000,7,89000,241407328,B
7,120,0,40,178,397,359,1,30,PG-13,2000000,2003,69,3.3,32,1098224,A
251,133,0,529,11000,298590,12874,2,559,R,30000000,2007,985,7,0,148734225,B
117,128,88,954,989,50041,3386,0,116,PG-13,34000000,2015,970,7.1,23000,37432299,B
54,111,35,482,980,3479,3166,0,87,R,500000,1999,505,7.3,180,985341,A
50,93,17,66,1000,7519,1245,1,39,R,15000000,2007,165,5.9,445,20380,A
673,183,0,2000,15000,371639,24450,0,3018,PG-13,250000000,2016,4000,6.9,197000,330249062,B
119,81,44,3000,35000,29738,47677,6,85,PG,28000000,2014,7000,6.2,12000,66950483,B
43,93,12,636,18000,49680,20188,2,117,PG,20000000,1991,769,6.2,0,38037513,B
99,130,545,697,15000,153468,28018,1,204,PG,18000000,1988,11000,7.3,0,114968774,B
128,116,541,384,12000,39659,12993,2,189,PG-13,70000000,2002,405,5.6,792,30157016,B
223,103,436,437,19000,53864,20881,1,290,PG-13,60000000,2008,961,4.8,2000,19781879,A
36,100,4,4,77,4546,109,8,71,Passed,379000,1929,28,6.3,167,2808000,A
575,131,0,919,16000,381148,19166,0,1106,PG-13,190000000,2013,968,7,83000,101785482,B
211,125,209,896,8000,41727,10623,0,184,PG-13,60000000,2009,1000,6.2,0,40559930,B
261,289,0,3000,11000,450676,25313,1,983,R,31500000,1979,10000,8.5,19000,78800000,B
127,104,13,343,961,42324,2422,3,180,PG-13,52000000,2003,691,5.5,846,23020488,A
76,100,4,678,982,37885,4259,4,247,PG-13,10000000,1998,945,6.5,0,25339117,A
179,93,0,766,13000,134458,15716,2,640,R,9000000,1998,933,7.7,5000,17096053,A
131,103,9,573,826,54390,3004,0,398,R,29000000,1999,724,6.2,0,50041732,B
248,110,282,103,11000,42372,21175,2,239,PG-13,180000000,2016,10000,6.6,29000,124051759,B
51,85,157,10,830,4067,1064,0,71,R,15000,2005,224,6.6,297,192467,A
165,94,12,183,17000,70121,17883,0,214,PG,135000000,2015,523,6.7,26000,177343675,B
76,110,534,511,865,5917,2972,2,50,PG-13,39000000,2004,534,5.3,177,5881504,A
239,92,655,88,24000,191998,25092,0,323,R,6500000,2005,829,7.6,0,24792061,A
89,200,767,382,597,55816,1966,2,255,PG-13,11000000,1965,396,8,7000,111722000,B
74,108,3,436,710,16299,2119,1,129,R,6800000,2005,697,7,1000,49526,A
224,115,180,87,1000,28429,1686,0,110,R,40000000,2015,535,5.8,0,10640645,A
340,106,91,64,18000,353442,18669,5,387,R,35000000,2011,464,6.9,31000,117528646,B
90,92,0,18,1000,19236,1055,1,175,Not Rated,2300000,1947,29,7.7,0,7927,A
94,109,88,571,611,39391,2818,1,171,PG-13,65000000,2000,592,4.3,374,123307945,B
302,169,563,1000,40000,471220,48350,0,1238,PG-13,300000000,2007,5000,7.1,0,309404152,B
83,90,0,945,19000,32416,23504,0,138,PG-13,35000000,1997,957,6.3,0,63826569,B
178,81,39,364,13000,45729,14619,1,176,PG-13,47000000,2010,541,4.7,0,10539414,A
152,109,25,431,954,65979,3148,1,220,R,20000000,2005,739,6.3,999,19976073,A
40,110,0,237,721,10073,1966,0,78,R,4000000,1988,246,7.3,816,3468572,A
53,93,32,503,529,12007,2393,3,105,R,12000000,2002,526,5.4,507,10198766,A
411,104,16,82,14000,126893,14504,0,440,PG-13,15000000,2016,338,7.3,33000,71897215,B
8,65,0,,0,803,0,1,16,Not Rated,27000,1971,0,6.7,85,8231,A
22,271,33,251,854,21940,2107,0,256,PG,25000000,1993,702,7.7,0,10769960,A
195,101,40,398,2000,40964,3612,1,245,R,35000000,2008,648,6.2,0,28687835,A
219,112,380,2000,15000,143368,31278,0,215,R,30000000,2010,11000,6.7,24000,32357532,B
72,96,0,302,2000,122347,3718,1,345,PG-13,47000000,1996,1000,6,0,60154431,B
191,92,43,936,989,185338,4730,0,392,PG-13,20000000,2004,939,6.7,0,114324072,B
167,113,101,913,14000,58184,17786,0,805,PG-13,80000000,1999,960,4.9,0,91188905,B
42,94,0,664,1000,11011,4484,0,78,R,6500000,2008,1000,4.6,422,4693919,A
117,98,0,697,12000,64121,15269,1,241,R,69000000,1998,854,5.9,880,55585389,B
354,111,16000,640,926,735784,3983,0,2105,R,30000000,2003,890,8.1,13000,70098138,B
645,152,22000,11000,23000,1676169,57802,0,4667,PG-13,185000000,2008,13000,9,37000,533316061,B
275,123,0,648,3000,111609,5505,0,781,PG-13,160000000,2016,716,7.3,89000,46978995,B
46,88,30,366,13000,112167,15001,1,123,PG,80000000,1996,967,6.3,0,90443603,B
318,111,663,954,1000,473887,4764,0,626,G,150000000,2007,1000,8,10000,206435493,B
162,90,663,521,14000,128455,16358,1,514,PG,70000000,1999,631,8,0,23159305,A
91,87,41,574,1000,33884,3287,0,79,PG,72000000,2001,692,4.6,266,112950721,B
134,180,869,521,692,270790,3076,0,549,R,18000000,1984,670,8.3,16000,51600000,B
153,139,0,648,3000,54096,5458,0,494,R,22000000,2003,693,7.5,0,58328680,B
84,97,15,874,18000,12049,21107,2,135,R,6500000,2004,986,6.8,1000,1029017,A
139,123,165,744,12000,225282,15362,6,339,R,75000000,1997,878,6.8,0,101087161,B
406,120,0,113,260,179235,705,0,2814,R,30000000,2004,252,7.1,13000,499263,A
40,93,10,405,789,60572,2986,1,144,PG-13,65000000,1999,744,6.3,0,68208190,B
608,195,1000,3000,21000,557489,30426,3,1187,PG-13,200000000,2013,4000,7.2,95000,408992272,B
43,95,12000,636,12000,11369,14420,1,65,R,1300000,1996,680,7.2,872,695229,A
198,101,50,1000,22000,73368,38809,2,248,R,60000000,2008,14000,6,0,40076438,B
189,97,11,220,1000,25210,2403,0,126,R,10000000,2015,412,5.2,13000,27736779,A
159,97,70,625,2000,245989,5032,4,554,PG-13,17000000,2004,1000,7,0,86049418,B
79,95,3,448,905,26849,3185,0,107,R,8000000,2008,513,6,3000,108662,A
410,116,737,141,23000,275869,23811,2,389,R,25000000,2010,238,7.9,36000,93571803,B
128,112,42,196,969,48019,2371,4,153,PG-13,35000000,2011,826,5.9,13000,39026186,B
61,86,70,169,878,11693,2165,5,104,PG-13,14000000,2001,834,5.4,613,10397365,A
53,123,226,796,3000,63839,5975,1,118,PG,32000000,1996,941,6.4,0,104632573,B
59,150,3,448,859,21416,3942,1,198,PG-13,5000000,1989,448,7,0,6157157,A
154,105,153,491,4000,74169,6727,2,112,PG,42000000,2012,828,6.5,17000,45290318,B
260,123,0,826,4000,79892,7243,1,619,PG-13,40000000,2006,887,6.4,0,15962471,A
143,90,13,432,977,7384,2483,0,79,Not Rated,,2013,511,5.2,0,169719,A
36,113,0,256,607,8346,1465,6,59,PG-13,13000000,2009,269,4.1,1000,51697449,B
102,130,81,427,10000,58402,12186,0,370,PG-13,80000000,1998,882,5.1,0,69102910,B
61,90,4,556,2000,67853,5202,0,202,R,,2006,936,7,0,6088249,A
45,99,1000,409,849,2326,2269,1,21,PG-13,8000000,2009,578,6.1,738,10572742,A
297,113,47,129,988,310903,1783,0,524,PG-13,34000000,2014,149,6.8,38000,102413606,B
392,156,0,4000,24000,383056,46055,0,1902,PG-13,258000000,2007,11000,6.2,0,336530303,B
137,102,218,376,900,59474,2475,3,418,R,6500000,1999,563,7.3,0,16842303,A
116,116,150,956,18000,24997,21200,2,75,PG,20000000,2012,1000,7.2,13000,6002756,A
123,109,309,482,1000,109894,2740,3,340,R,45000000,2005,654,6.9,0,74484168,B
279,120,508,1000,21000,95367,36062,1,260,PG-13,38000000,2011,11000,6.9,33000,58700247,B
192,129,719,423,660,221521,2031,0,1049,R,105000000,1997,475,7.2,0,54700065,B
140,97,131,62,23000,53415,23242,2,339,R,23000000,2001,81,6.6,0,21973182,A
365,88,192,847,3000,72552,5737,0,374,R,24000000,2010,859,5.5,13000,25003072,A
84,105,29,692,8000,98199,12344,1,169,PG-13,46000000,1997,1000,6.3,0,126805112,B
109,112,11000,642,11000,21613,12766,0,148,PG-13,16000000,2002,650,6.6,762,4839383,A
106,98,18,220,837,15388,1675,0,190,PG-13,,2007,400,5.5,0,3525161,A
147,117,0,567,883,70698,3611,1,196,PG-13,35000000,2006,883,6.9,9000,7458269,A
65,100,15,804,1000,23527,4789,3,104,PG,25000000,2005,962,5.5,767,16247775,A
52,105,10,184,756,7412,1417,1,72,R,,2009,216,5.3,0,1425993,A
78,120,18,944,20000,27044,22383,2,240,PG-13,15000000,2000,1000,6.8,0,33771174,B
80,135,503,67,8000,76099,8355,1,162,R,75000000,1997,137,6.7,0,76081498,B
100,97,710,258,497,9338,1805,2,167,R,28000000,2000,347,4.8,209,16779636,A
256,101,0,574,40000,149285,42918,1,668,X,1800000,1984,852,7.5,10000,26505000,A
157,226,149,248,503,215340,1862,1,706,G,3977000,1939,384,8.2,16000,198655278,B
221,88,0,795,901,128850,3913,0,604,R,13000000,1992,888,7.6,10000,11501093,A
140,85,0,490,21000,56874,22458,2,358,PG-13,55000000,1999,860,6.4,0,66365290,B
74,129,776,256,25000,1758,26176,0,30,R,13500000,2015,463,4.5,0,186354,A
172,108,79,537,775,50056,3033,2,152,R,15000000,2014,614,6.3,0,24984868,A
2,107,0,236,752,103,1763,4,6,PG-13,700000,1998,282,6.5,102,10508,A
142,80,19,854,11000,45900,14385,1,247,PG,17500000,2005,979,6.5,0,51053787,B
328,92,28,586,10000,72287,13597,0,176,PG,60000000,2012,884,7,12000,55994557,B
176,112,72,715,11000,59352,13827,0,138,PG-13,70000000,2008,1000,5.6,0,70224196,B
28,80,121,587,836,4518,2467,2,66,R,20000000,2003,624,2.8,241,1646664,A
129,86,89,555,713,34620,3421,6,107,R,2500000,2013,584,5.1,0,40041683,B
21,107,24,83,277,3167,731,0,90,Passed,3768785,1950,244,7,456,8000000,A
268,98,0,638,8000,19611,10894,1,103,R,27000000,2016,698,6.7,0,41008532,B
173,110,12000,555,10000,219171,13069,2,388,PG,15000000,1986,1000,6.9,19000,176781728,B
122,82,23,6,11,85423,37,0,374,PG-13,28000000,2001,9,6.9,12000,49968653,B
263,123,909,184,909,66610,1633,1,429,PG-13,9000000,2007,203,8,0,24530513,A
207,96,132,933,49000,97938,52138,0,605,R,12000000,2002,989,6.8,0,31597131,B
16,92,4,405,631,704,2020,0,18,R,2000000,1999,443,6.4,100,7680,A
153,102,22,816,1000,113918,4065,2,165,R,12000000,2008,954,6.6,0,38087366,B
120,110,134,795,23000,63599,25049,3,208,PG-13,50000000,2005,1000,5.8,0,18472363,A
63,104,835,535,18000,36996,19923,2,153,R,2500000,1991,595,7.1,0,6401336,A
212,87,26,566,827,87451,3144,0,660,PG-13,100000000,2004,825,3.3,0,40198710,B
168,118,40,617,2000,81866,4045,0,510,PG-13,31000000,2000,702,7.3,0,44983704,B
270,97,387,64,6000,30325,6322,2,96,R,10000000,2014,139,6.3,0,7574066,A
168,105,31,110,390,59805,1006,10,95,PG-13,26000000,2013,311,6.4,0,30659817,B
260,100,35,7000,12000,60596,32094,4,158,PG-13,30000000,2013,10000,5.9,13000,22525921,A
271,99,40,300,1000,81699,2323,0,291,R,6500000,2014,421,5.4,45000,84263837,B
298,99,24,155,3000,40776,3744,1,250,R,25000000,2010,441,5.6,10000,24042490,A
114,164,17000,159,883,39680,1934,0,308,R,7000000,1988,618,7.6,0,8373585,A
401,116,14000,807,10000,334345,12758,0,2741,PG-13,132000000,2005,1000,6.5,0,234277056,B
38,86,123,782,3000,6689,7144,0,51,R,,2008,985,6.5,0,15542,A
16,116,425,204,954,7900,2179,3,34,PG,40000000,1986,568,5.9,263,49851591,B
261,105,101,157,1000,73349,2016,4,142,R,3200000,2010,394,7.2,15000,5776314,A
167,144,241,996,13000,137003,18761,1,658,PG-13,65000000,2001,3000,6.9,0,56083966,B
228,113,150,59,531,106446,764,4,227,PG,155000000,2010,82,6.3,11000,104383624,B
218,98,15000,392,15000,49205,16827,0,184,PG-13,30000000,2011,839,6.1,0,35565975,B
68,93,4,8,28,12383,52,0,50,PG,12000000,2012,9,5.9,0,25240988,A
167,153,0,537,13000,322395,26029,0,1171,PG-13,140000000,1998,12000,6.6,11000,201573391,B
318,101,0,598,2000,157857,4400,0,1191,R,300000,1978,742,7.9,12000,47000000,B
37,120,0,1000,3000,200077,7860,2,189,PG,18000000,1992,1000,6.6,0,173585516,B
107,104,98,920,17000,90938,21380,0,271,PG-13,12000000,2006,2000,6.5,0,65269010,B
208,175,0,3000,14000,1155770,28122,1,2238,R,6000000,1972,10000,9.2,43000,134821952,B
107,100,87,446,3000,16271,5174,4,57,PG,35000000,2009,576,5.4,1000,73023275,B
8,100,27,847,1000,266,4374,1,8,R,3000000,2011,902,5.9,348,73678,A
74,109,19,568,1000,32370,4231,1,196,PG,35000000,2003,762,6.9,0,52277485,B
218,92,11000,386,860,58967,2717,1,169,PG-13,15000000,2009,658,7.2,10000,5306447,A
25,95,17,255,592,8707,2000,6,36,PG-13,5600000,2006,378,2.1,244,7009668,A
121,91,60,18,60,8014,141,4,50,PG-13,12000000,2007,46,6.3,314,1506998,A
103,120,0,388,782,59524,2892,2,418,R,6500000,1989,652,7.9,0,27545445,A
306,98,275,1000,7000,286877,11905,0,284,PG,76000000,2013,2000,7.5,56000,368049635,B
175,101,53,580,14000,61360,16926,1,129,R,20000000,2015,1000,6.6,25000,13650738,A
231,130,249,461,784,133076,2684,0,779,PG-13,140000000,2000,638,6.4,0,182618434,B
117,119,188,35,187,27536,358,4,327,R,8500000,2000,127,6.7,1000,6047856,A
104,105,8,278,1000,33887,2689,2,160,PG-13,35000000,2005,358,5.9,919,67962333,B
14,90,7,424,890,444,3138,7,5,PG-13,1500000,2005,597,4.3,68,92362,A
131,126,98,37,18000,167967,18726,1,243,PG-13,30000000,2007,631,7.1,20000,53680848,B
114,89,0,62,227,149108,485,0,273,R,16000000,1989,73,7.6,0,92823600,B
264,112,357,595,5000,117927,9131,2,501,PG-13,145000000,2008,3000,5.2,0,102176165,B
63,87,13,869,15000,15617,22485,1,180,PG-13,22000000,2001,4000,5.8,0,11560259,A
57,133,380,918,12000,112175,26388,2,329,R,30000000,1994,11000,7.5,11000,66528842,B
258,113,108,22,1000,55441,1136,3,165,R,20000000,2010,100,6.9,0,31146570,B
228,86,17,205,520,47227,1520,0,323,PG-13,5000000,2011,270,5.2,0,17683670,A
72,105,23,485,1000,13194,3535,1,59,PG-13,,2005,619,5.5,671,36310118,B
150,87,12,645,3000,43300,6658,6,250,PG-13,62000000,2008,966,3.8,0,32178777,B
159,101,107,56,688,58498,1031,0,99,G,103000000,2014,237,6.4,0,131536019,B
101,99,54,398,748,16555,1721,0,139,R,27000000,2004,489,5.9,817,8712564,A
43,81,54,636,8000,15047,10792,1,160,PG-13,14000000,1999,670,5,2000,30628981,B
69,104,134,64,585,26066,1165,3,216,PG-13,30000000,2002,495,5.6,0,40118420,B
68,85,0,44,468,2673,646,0,31,G,,2007,67,8.4,116,10353690,A
291,113,22,1000,3000,172112,8398,7,181,R,50000000,2012,1000,6.7,39000,56724080,B
100,99,67,330,826,66941,1790,1,148,PG-13,30000000,2000,436,5.1,1000,117559438,B
29,94,23,148,400,39798,1044,1,69,PG-13,25000000,1986,255,5.9,0,79817937,B
208,106,0,242,710,271592,1675,0,2335,PG-13,72000000,2002,529,6.7,0,227965690,B
103,96,0,542,1000,136667,2936,2,273,PG,22700000,1987,605,7.1,13000,38119483,B
72,92,26,417,1000,8546,2687,0,86,R,8000000,2000,905,5.3,859,5018450,A
214,115,214,968,14000,32567,27214,3,106,R,20000000,2016,12000,6.3,0,12626905,A
114,93,75,446,701,26773,2489,1,277,R,500000,2002,461,6.7,0,145540,A
11,108,0,388,585,3122,3023,2,14,R,8000000,1996,434,5.6,559,34746109,B
590,132,14000,928,19000,395573,21411,0,1171,PG-13,190000000,2013,981,7.8,92000,228756232,B
253,114,71,313,14000,87950,15428,0,207,R,28000000,2014,439,6.5,15000,25977365,A
70,93,85,510,924,18723,2711,0,146,PG-13,25000000,1994,595,6,0,32055248,B
256,111,456,394,20000,39956,21393,4,186,PG,150000000,2015,548,5.8,24000,34964818,B
2,118,76,249,902,892,2079,0,21,PG,14000000,1981,488,5.2,106,800000,A
158,99,342,501,1000,18561,2158,0,119,R,7000000,2008,518,6.8,0,2344847,A
343,156,0,738,891,211765,3244,0,546,PG-13,200000000,2010,882,6.7,17000,105219735,B
27,81,8,341,844,29621,2653,2,76,PG-13,18000000,1996,456,5.3,588,26906039,A
57,123,36,631,10000,42315,12338,0,140,R,20000000,1995,1000,6.6,0,32051917,B
208,112,192,844,1000,86205,3185,0,232,R,35000000,2008,915,6.2,5000,30691439,B
238,88,218,521,17000,243053,21863,0,488,PG-13,85000000,2008,4000,6.1,0,80170146,B
61,92,15,49,633,57578,1168,1,210,R,1100000,1988,403,6.8,0,11806119,A
162,145,79,183,981,45231,1825,1,315,PG-13,80000000,2000,274,7.3,0,34566746,B
65,82,217,442,10000,5507,11642,3,23,R,70000,2014,969,5.6,812,30084,A
70,115,43,775,5000,57040,9082,1,365,R,25000000,2000,848,6.1,0,55973336,B
81,103,20,125,512,13874,1002,2,52,G,15000000,2010,316,6.7,0,26161406,A
174,84,260,692,6000,46239,8018,0,137,PG-13,55000000,2011,694,6,0,21283440,A
288,81,119,412,468,119622,2134,1,396,R,42000000,2009,442,5.8,0,59992760,B
81,114,0,403,865,18520,2126,0,133,R,10000000,2000,685,7.2,0,447750,A
168,87,0,548,22000,89547,24324,0,199,R,9000000,2007,557,7.4,0,8579684,A
124,114,73,323,18000,45895,19739,3,157,R,50000000,2003,886,6.5,1000,40905277,B
146,110,9,95,485,96690,939,2,293,PG-13,55000000,2000,110,6.6,0,56932305,B
86,91,147,5,22,10366,54,0,88,PG-13,,2001,20,7.7,0,1293295,A
62,90,39,210,607,10446,1335,2,105,PG-13,40000000,1999,322,5.3,279,28535768,A
256,117,487,769,1000,263853,4905,0,584,G,120000000,2006,843,7.2,0,244052771,B
362,116,0,104,15000,175960,15735,2,360,PG-13,75000000,2015,509,7.3,43000,45434443,B
65,99,14,633,17000,31968,19334,0,82,PG-13,40000000,2006,826,4.6,663,70163652,B
180,104,14,756,2000,101730,5707,1,131,R,20000000,2010,934,6.4,0,31584722,B
104,135,323,495,826,143696,2575,1,241,PG,30000000,1990,692,7.6,0,122012643,B
47,107,99,581,18000,40346,31014,1,95,PG-13,50000000,1996,11000,5.6,1000,20550712,A
315,129,16000,447,13000,80140,14344,0,323,PG-13,50000000,2010,563,6.5,16000,32741596,B
36,97,4,150,446,1048,928,1,7,R,1000000,2015,171,5.5,793,62480,A
70,92,12,1000,35000,9418,38450,0,53,PG,90000000,2015,1000,5,0,85884815,B
75,114,0,452,524,43027,2668,0,214,PG-13,62000000,1995,517,6.8,0,65000000,B
28,111,0,617,783,5917,4834,0,71,PG-13,15000000,1999,664,6.3,391,1954202,A
100,95,4,655,939,21268,3651,0,53,PG-13,10000000,2008,702,5.2,518,7563670,A
100,103,38,316,745,7833,1721,3,63,R,9000000,2005,591,5.7,215,1530535,A
107,109,7,1000,40000,45497,52621,0,260,R,34000000,1999,9000,5.3,1000,10654581,A
204,108,0,487,2000,210680,4403,1,479,PG-13,35000000,2003,931,7.1,0,81257845,B
155,111,473,82,26000,285623,35084,6,497,PG-13,60000000,2003,9000,7,0,106126012,B
118,106,23,418,1000,35508,2325,2,211,PG-13,50000000,2004,593,6.1,0,57887882,B
126,89,0,322,628,38459,2061,0,119,R,10000000,2013,497,6.7,0,7764027,A
125,120,75,3000,11000,135601,22750,0,493,PG-13,75000000,1998,4000,6.1,0,140459099,B
375,109,97,839,17000,408302,19968,2,345,R,42000000,2012,971,7.2,39000,138447667,B
20,97,700,56,599,1238,1030,1,25,R,3000000,1999,325,6.7,117,39852,A
46,96,0,902,49000,7479,51441,2,86,PG-13,6000000,2004,1000,7,857,371081,A
105,97,84,150,989,41663,1576,1,141,PG-13,70000000,2002,229,5.4,531,33105600,B
141,106,116,708,22000,211296,24938,6,428,PG-13,80000000,2004,713,6.3,0,279167575,B
148,110,11,591,2000,39440,4882,4,83,R,38000000,2016,756,6.1,15000,46813366,B
65,89,24,45,610,7921,995,2,97,Unrated,439000,1933,105,7.7,439,2300000,A
46,95,19,447,1000,30771,2643,1,164,PG-13,50000000,2001,691,4.8,0,33422806,B
39,99,13,837,1000,15074,3679,7,72,PG,30000000,2002,889,5.1,1000,51432423,B
140,106,135,11,7000,75633,7098,0,160,R,,2014,71,7.3,32000,334658,A
108,103,57,132,541,16747,1228,0,349,PG-13,10600000,2002,451,5.4,1000,22160085,A
191,102,23,651,2000,146899,7009,1,185,PG-13,20000000,2009,2000,6.4,0,64149837,B
25,106,323,0,472,17443,519,2,56,PG-13,40000000,1992,47,6,694,45500797,B
71,116,644,199,392,102895,845,2,159,R,,1983,249,7.5,0,90400000,B
229,93,166,281,971,157051,2043,0,261,R,12000000,2012,329,6.7,29000,54724272,B
72,96,30,407,761,7736,2018,3,100,R,7000000,1999,412,6.4,0,7292175,A
231,93,132,216,434,49240,1183,2,142,PG-13,8000000,2013,265,7.1,12000,17536788,A
291,121,0,4000,24000,544665,40484,0,2012,PG-13,139000000,2002,11000,7.3,5000,403706375,B
152,87,165,383,1000,34711,2452,0,468,PG-13,15000000,2006,431,5,0,47860214,B
131,83,35,754,13000,124641,25788,0,289,PG,105000000,1998,11000,6.6,0,90646554,B
140,154,16000,889,22000,239540,25522,5,462,R,12000000,1997,1000,7.5,0,39647595,B
326,114,151,430,11000,184561,12908,4,554,PG-13,110000000,2013,635,6.7,123000,61656849,B
91,105,99,960,17000,116762,20109,0,261,PG-13,20000000,2006,1000,6.4,0,33687630,B
163,95,434,472,1000,35888,2618,3,125,R,10000000,2010,622,5.5,0,8460995,A
62,86,5,532,584,10966,3850,1,100,PG-13,11000000,2001,580,4.6,365,23978402,A
556,156,0,733,29000,406020,57108,0,1188,R,135000000,2015,27000,8.1,190000,183635922,B
29,95,4,152,641,8465,1389,1,65,PG,3000000,1987,168,3.2,491,7888703,A
56,139,17000,94,554,36267,1068,3,150,PG,30000000,1993,382,7.2,0,32000000,B
230,153,0,130,11000,100837,11852,1,301,R,75000000,2009,561,6.4,0,51814190,B
