num_critic_for_reviews,duration,director_likes,actor3_likes,actor2_likes,actor1_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,title_year,imdb_score,movie_facebook_likes,gross,class
76,135,1657,225,3451,77644,29205,164,194,55000000,1996,6.3,0,49994804,B
205,102,1681132,13366,1472,1166,187595,1655,978,2500000,2004,7.6,0,26781723,A
91,105,281,8581,760,19859428,116762,20109,261,20000000,2006,6.4,0,33687630,B
97,107,379,0,6498,1298023,9051,10691,68,17000000,2015,5.7,0,26284475,A
138,101,166,5225833,4375259,1313871,107859,53024,569,60000000,2002,6.2,0,43060566,B
135,90,142,66,643,5259,110788,1997,258,100000000,2005,6.1,2000,110332737,B
162,98,185836,164,249,3949,28589,684,532,2500000,1982,4.6,0,14400000,A
59,91,1848,163,678048,1085,14904,1760,147,8000000,1999,5.7,0,17843379,A
211,101,227,11388,1179,83162,28257,2471,151,35000000,2012,5.1,11000,25863915,A
43,113,2363,9739,198,840621,30213,15914,112,19000000,1989,6.8,0,58571513,B
318,106,55635,15346,1808,6606,109214,2975,269,5000000,2013,6.6,35000,83574831,B
114,93,2127,1418,1956,2096,26773,2489,277,500000,2002,6.7,0,145540,A
130,110,576,331,0,1439,152089,2169,309,6000000,1969,8.1,0,102308900,B
10,82,17,2067,203,3048,2129,1002,37,,1995,4.6,138,7557877,A
175,99,423,371,3522,314350,114321,18693,548,40000000,2006,6.8,0,52320979,B
111,115,2447,121467,277786,6746,28005,52571,236,20000000,2006,6.2,0,37442180,B
491,134,6131,76,1675,7367346,323353,16281,527,55000000,2013,7.9,65000,107100855,B
91,155,339680,544,526,3095347,31751,19689,216,30000000,1997,6.6,0,25078937,A
65,112,1262,46041,89236,6267503,8134,17873,123,28000000,1999,6.9,209,4554569,A
45,98,261,145425,3129431,17097819,20163,63194,71,23000000,1996,6.7,1000,12782508,A
153,112,611,850857,890,355259,71495,13707,522,4000000,2001,7.1,0,31252964,B
189,94,279,748,7606,11406,67191,2820,108,55000000,2011,6,14000,68218041,B
70,98,-1,4921,276,4037200,52805,7039,209,40000000,1997,5.2,0,54967359,B
358,114,883,14083,20546,58160406,147497,16718,499,110000000,2015,6.1,52000,155181732,B
66,92,1393,69,7706513,2973,16646,3931,104,13000000,1995,6.7,0,21088568,A
206,102,3547,13623,10170,15727,156225,2998,502,50000000,2006,6.8,0,62318875,B
364,102,19029,750151,80316,2148774,351274,13631,457,13000000,2012,8,131000,17738570,A
140,97,327533,63,6862,45723317,53415,23242,339,23000000,2001,6.6,0,21973182,A
97,108,289,114,569,26403,61018,1715,140,35000000,1995,5.8,0,60054449,B
140,85,6924,179665,1304,29007687,56874,22458,358,55000000,1999,6.4,0,66365290,B
18,100,0,125962,2687,1439,806,1491,18,2500000,2006,5.7,140,71904,A
241,81,8978,47040,145424,64219,143251,25489,710,19000000,2002,7.7,0,22245861,A
46,101,361815,511,525,9276,8215,1882,95,16000000,2003,5.7,371,14108518,A
151,89,27,94673,3102059,738656,93748,5855,410,45000000,2006,5.1,1000,90703745,B
137,104,2447,2890830,146178,3129431,23767,71973,111,25000000,2008,5.7,845,1089365,A
62,90,233470,1848,1316,11338,10446,1335,105,40000000,1999,5.3,279,28535768,A
100,91,431,2699,56624,74415,17829,4729,99,20000000,2008,3.7,0,94497271,B
219,112,5036,31837,3972887,1861575,143368,31278,215,30000000,2010,6.7,24000,32357532,B
264,141,339682,150,108706,52187,199056,12840,387,55000000,2008,7.8,14000,35707327,B
144,89,28479,3087,3490,4452,200293,3462,621,10000000,1999,7.8,16000,10824921,A
114,113,168,7159,3143,95112,144053,26239,395,92000000,1996,6.3,0,241688385,B
97,95,1926,449,0,5333,57479,2020,205,18000000,2003,5.4,0,56127162,B
192,90,334,3375,3319,62725,64646,16004,105,18000000,2009,6.5,0,15281286,A
57,100,176,10539,2305,199,10499,2283,113,,1998,7.3,0,2643689,A
116,80,42,454,1077,850943,58961,13430,232,35000000,2004,5,795,75367693,B
95,85,9,3486,2256,6561,15956,3617,118,3500000,1987,6,1000,14000000,A
136,101,381556,1996,8208478,2890827,67707,32232,202,65000000,2005,6.1,0,28045540,A
316,110,1822,2787626,18493227,52187,299852,25763,713,75000000,2008,6.7,0,134568845,B
67,98,1858421,6234,10061,8519,29385,4302,86,20000000,1994,7.5,979,13383737,A
66,104,153,8936,4245,71868,30462,3963,150,12000000,2006,5.3,0,18595716,A
64,112,21580,2880714,610,3999468,94139,106,183,6000000,1991,7.8,0,57504069,B
214,112,555,8840,5978,101621101,193962,16196,805,23000000,2000,7.1,5000,39235088,B
44,73,46,1795,9139,685757,2045,2020,37,17000000,1999,5.8,339,11634458,A
113,104,84,6490,248456,31990,19707,27806,128,13000000,2006,6.3,862,10996440,A
44,82,63,680,10065,3087,6808,2197,38,23000000,2001,6.5,227,36696761,B
193,131,1160,226,1166,64219,255447,13679,692,100000000,2004,6.9,0,173005002,B
23,95,2224,193,4019,7421,8008,616,26,25530000,1996,5.2,504,20047715,A
49,92,236,117910,1241,3129436,16611,28050,197,76000000,2000,4.1,413,26000610,A
286,97,613,2300,5259,39202334,160418,5547,296,20000000,2011,5.7,16000,100292856,B
43,120,1366,292,2627,188,38949,2054,112,32000000,1993,7.1,0,36733909,B
83,124,281,7294,2256038,31990,88225,38227,227,60000000,1997,6.3,0,54910560,B
436,123,4492,56622,7381,3432578,223393,17657,550,200000000,2011,5.6,24000,116593191,B
355,116,972,25438,57,183690,154955,4001,800,70000000,2011,5.8,25000,83552429,B
15,79,251,1953920,10122,381558,10476,4908,52,8000000,1994,6.5,0,4350774,A
82,86,1848,3685,20390,85755,16580,3423,55,45000000,2009,5.4,916,25200412,A
55,99,1094,1085,137797,5198,96607,3696,125,38000000,1991,6.8,5000,113502246,B
211,98,38604,5105,36190,5438,181058,3345,674,23000000,2000,6.7,0,53302314,B
428,154,187954,407,5014,537,326180,2593,899,195000000,2011,6.3,46000,352358779,B
378,150,1464945,337,4608,1918012,280228,14296,420,37000000,2010,7.6,29000,92173235,B
144,117,783,4396804,3262,1918012,119807,14486,340,80000000,2003,6,0,116643346,B
213,140,8090,5323,759868,9446351,63493,20440,302,60000000,2010,5.7,26000,80574010,B
39,98,468,6889895,13827,3904,12675,5185,158,5000000,2003,6.3,0,296665,A
113,116,4061,143,3711,651,42705,2321,274,95000000,1999,6.3,885,102678089,B
225,109,742283,130,108219,9276,79877,2474,677,33000000,2000,6.3,0,61280963,B
43,88,24253,3490,1245,10584,3875,8189,75,35000000,2002,4,422,16988996,A
75,84,273,2850,194638,892,47383,1203,132,22000000,2001,4.8,1000,55762229,B
120,96,83,1428,57736,17030,20467,2402,371,10000000,2001,4.7,0,20384136,A
313,105,26710,17633,1970,150,99035,1411,289,60000000,2014,6.2,17000,50549107,B
183,107,11277,22400,27383,18783,56813,8094,381,22000000,2004,6.7,0,12784713,A
538,138,11277,38762,1313872,16512347,358416,83012,751,40000000,2013,7.3,63000,150117807,B
29,103,399,4354,86,4037063,4952,3089,32,4500000,2014,5.8,0,8691,A
85,142,758090,24680,36389,10893,31227,5386,354,22000000,1999,6.6,0,19283782,A
25,96,6924,10167,3784,28907,20688,2965,47,45000000,1995,5.9,0,35617599,B
108,103,0,0,28865,3452,16747,1228,349,10600000,2002,5.4,1000,22160085,A
66,161,8180,1279,1792,145424,52339,12518,200,31000000,1985,7.2,0,87100000,B
65,114,117457,10539,1319464,678,18973,2860,162,30000000,1998,5.9,0,60033780,B
151,98,10471,1719,21499,4396796,22264,2763,289,70000000,2002,3,584,18990542,A
205,135,632132,1147,1750,11437,610568,2827,1171,58000000,2001,8.2,29000,170708996,B
44,152,7128,91,3486,1562,9456,825,107,4000000,1952,6.7,625,36000000,B
165,114,379,6137,342,1069680,81444,428,192,50000000,2003,6.2,955,60470220,B
48,129,125,187,24680,678,89972,2551,126,25000000,1992,6.1,0,121945720,B
538,150,642335,2507,3417,6302134,197412,25517,720,65000000,2012,7.4,71000,182204440,B
29,123,54433,1052603,7706511,366932,10139,3661,70,9000000,1996,6.8,0,36049108,B
79,107,47,2,3817,1683,20008,988,112,10000000,2008,5.7,883,578527,A
72,88,992,949,992,2900,5709,78,114,218,2003,7.2,754,592014,A
173,107,470,4972,39,29007688,54643,22974,335,55000000,2000,7.4,0,19389454,A
140,120,199,89237,842149,3095349,148490,33615,537,48000000,2001,7.4,0,50173190,B
376,98,8599,151,614,5225819,59297,11853,216,11000000,2011,6.7,12000,1987762,A
47,108,22905,585,111,144,4360,1058,148,10000000,2005,7,1000,11703287,A
44,95,4399293,776535,9275,2656007,15046,4537,80,35200000,2003,5.4,638,37788228,B
160,99,40,2109,2026,3129436,49855,23409,117,21000000,2009,7.2,10000,8855646,A
81,89,100,8450,4539,4478,10885,4060,271,17000000,2002,4.8,814,12693621,A
34,100,68736,7099,174,71976,17262,2348,53,20000000,1995,4.5,1000,19900000,A
108,134,2447,773727,11548,3730,81611,1044,274,75000000,1998,6,0,36976367,B
144,96,37,124,4452,2429170,33473,4607,88,5000000,2009,6.5,0,1474508,A
124,110,890,3798,10590,714441,170027,5127,350,6000000,1978,7.2,13000,181360000,B
125,126,54958,7042494,75501601,24444,45296,34774,267,60000000,2000,6.7,0,30695227,B
50,94,6,6865,3413,9446353,8055,13524,89,15000000,2000,5.5,816,8735529,A
252,94,187642,5398,29561,14848,69989,4707,384,10000000,2007,5.4,0,17544812,A
682,126,1691878,32625,110041,1189776,245333,36017,678,170000000,2011,7.5,42000,73820094,B
71,98,18194,1434365,135946,850944,81599,14921,250,6000000,1980,7.4,0,39800000,B
188,118,5126,9275,5768,7673,42689,17490,204,11000000,2004,7.1,0,10214647,A
75,142,642334,18292,759867,6746,182802,64259,363,70000000,1991,6.7,13000,119654900,B
58,100,22546,88,2538,37825,37785,1431,95,1200000,1989,7.2,2000,24741700,A
669,108,231217,527,335955,157258,551363,38072,1140,13000000,2010,8,106000,106952327,B
81,132,327533,4802,16127,9446349,18209,12133,183,80000000,2005,6.7,0,10166502,A
120,87,95469,0,0,2951,143086,352,211,1500000,1936,8.6,0,163245,A
306,116,2320,206,1236,1861575,222403,16149,453,200000000,2010,6.6,23000,90755643,B
26,88,758089,616,407,3798,4769,708,26,175000,1986,6.5,406,7137502,A
155,84,86,1952,17206,1653,16594,1587,73,,2014,6.8,0,3122616,A
387,130,1328,13915,204725,11648638,226570,16385,448,60000000,2012,7,38000,80033643,B
220,95,2826,5362,6286,1616428,105591,10040,178,2500000,2013,7.1,10000,6851969,A
32,118,20202,104,1993117,46954,10895,1458,150,24000000,1978,5.2,0,13000000,A
25,84,398,13493,2658,390340,819,714,36,650000,1997,6.5,161,2301777,A
196,116,111,2210,19660,3095348,114294,30571,187,42000000,2014,6.3,12000,54414716,B
320,131,5920,463099,5895834,55121715,127258,52610,351,90000000,2014,6.1,56000,39292022,B
42,111,470,545,537,145424,32544,12161,69,45000000,1994,6.3,0,46815748,B
180,85,2992,2413,8521,137565,117212,3112,367,80000000,2002,7.2,0,145771527,B
140,106,852,2762114,486,1976686,75633,7098,160,,2014,7.3,32000,334658,A
134,108,20319,3940,2158,400566,100890,11094,281,910000,1954,8.2,0,9600000,A
96,105,1094,1352,8227,9038,62986,3439,150,30250000,1995,6.9,0,72077000,B
329,115,6131,131,42918,24444,491077,17369,820,110000000,2007,8.1,0,227137090,B
36,123,174582,8275,18292,64219,12771,18793,84,58000000,1984,6.5,828,25900000,A
65,95,1885,2687,752,6891,3624,2007,27,9000000,2007,6.2,313,2955039,A
493,110,133534,2614,842149,24444,240962,25964,724,38000000,2010,7.7,36000,171031347,B
134,113,1889,66406,130,51196314,130070,13693,316,82000000,2005,6.4,0,158115031,B
95,134,204725,158872,5300,11393,11622,428,157,5000000,1997,7.2,1000,20733485,A
79,177,123861,489595,222,6919,56403,4346,376,80000000,1997,6,0,17593391,A
195,120,68736,5788,7706514,1297423,124941,2321,488,24000000,1997,6.1,0,101334374,B
5,99,100,663,2123,93977,859,2272,31,10500000,1994,6.4,119,125169,A
287,96,48,12915,4204,64219,87745,16121,331,57000000,2011,4.3,18000,51774002,B
266,92,580,2612,2425,52187,307029,12754,360,130000000,2008,7.6,6000,215395021,B
145,139,87670,55,478,681,107408,2045,259,6000000,1964,7.8,0,102300000,B
161,107,783,320,162,166,42144,1352,213,60000000,2006,6.1,690,36279230,B
89,132,8043,0,11404,159320,22447,4796,210,48000000,2001,6.4,0,29781453,A
211,123,5390084,0,3833,2677,69355,1286,211,28000000,2014,6.2,10000,30688364,B
86,85,138,20692,68556,47012,16300,3819,217,8500000,2002,5,720,28563926,A
16,104,3841,489596,3039106,2687,2801,3871,28,10000000,1997,7.4,1000,12514138,A
150,124,394204,296,259,13647,42621,793,531,45000000,2001,6.8,0,19719930,A
120,101,10871,5124,6660,1667,112669,2373,226,27000000,1987,6.6,0,38122105,B
225,109,2780,625,3197,1076,28483,1813,176,13000000,2010,6.1,0,214966,A
8,105,4230,93,39028,2249,1015,1668,10,2450000,2011,3.9,566,178739,A
239,111,12,526,311,339688,47954,17871,150,,2012,6.8,11000,35754555,B
104,92,6915,269546,11596682,4969300,56595,1853,196,,2006,7.1,641,72755517,B
113,125,484,89,4443,12780,38076,14536,399,42000000,2001,5.9,0,15738632,A
40,99,969,15720,518539,2303,2541,1356,54,20000000,1982,3.5,0,5333658,A
16,116,2848,668,6772,11937,7900,2179,34,40000000,1986,5.9,263,49851591,B
63,123,34157,1180986,4324,5225823,8309,11969,39,27000000,1998,6,315,10297897,A
54,105,77731,26180,535649,20398399,8522,1538,92,,2006,6,874,21160089,A
645,182,2188909,12761,6759,37935,637246,9152,1367,180000000,2012,7.9,166000,303001229,B
156,98,169982,26404,2710,55121724,43006,28867,460,28000000,2001,4.9,0,8434601,A
80,135,4600,50,2054,759868,76099,8355,162,75000000,1997,6.7,0,76081498,B
102,99,5858,359,1212,2688,36108,450,260,7000000,1988,5.7,0,49369900,B
516,115,26710,759013,157261,5833022,536314,60059,738,150000000,2011,7,63000,181015141,B
362,129,5725,163,8270,2670,220020,4585,1360,40000000,2015,4.1,101000,166147885,B
349,167,54433,841,3057,32679,119928,2702,331,28000000,2015,7.9,76000,161029270,B
79,107,199,7935,6685,52187,54650,13821,223,20000000,1995,6.2,12000,7564000,A
265,101,1081,2167,2044,1578723,87203,7747,221,10000000,2012,6.7,25000,6619173,A
61,124,5858,10387,3820,2,21102,3611,169,98000000,1995,5.6,1000,11000000,A
306,134,339682,35825,18493229,24443,124222,24458,259,60000000,2009,7.4,23000,37479778,B
71,116,6896,101367,43068,13917,11191,3110,37,7000000,2014,6.9,0,14612840,A
152,109,-1,26255,673354,11937,65979,3148,220,20000000,2005,6.3,999,19976073,A
191,96,72,3367,748,195261,40514,4053,234,10000000,2005,6.8,808,12570442,A
40,93,7377,6685,4396808,13085,3299,4329,24,15500000,2005,5.9,191,1181197,A
645,152,300956,18493244,355258,1313872,1676169,57802,4667,185000000,2008,9,37000,533316061,B
48,136,758088,1096031,5777745,4065913,36108,37315,109,25000000,1998,6.9,0,21554585,A
118,118,714,23052,381560,314352,48322,24024,261,50000000,2000,6.5,0,44737059,B
32,125,2,12652,327,10166,6142,1097,52,8500000,1979,6.9,1000,29200000,A
362,114,3437146,168,4751,195261,236421,5095,515,90000000,2013,7.3,70000,58229120,B
105,96,9674,5018,21785,10893,23345,3072,167,30000000,1998,6.1,629,18967571,A
55,98,562,1089,7411693,71976,27492,3939,84,9500000,2000,6.1,0,57176582,B
241,103,5390092,225,40215,216100,147641,29808,238,65000000,2012,6.3,18000,54758461,B
72,92,1793,3465,24428,5579,8546,2687,86,8000000,2000,5.3,859,5018450,A
80,104,227,2307,366965,5390,34561,5265,116,60000000,2002,5.5,1000,139225854,B
98,178,355,108221,46379,759012,169023,23950,703,90000000,1998,7.1,10000,44606335,B
269,102,4211,8057,7367357,95112,88451,60646,289,75000000,2007,7.1,0,66636385,B
48,135,899,8227,2762729,3567,37911,3648,73,45000000,1996,6.3,1000,53854588,B
57,103,1262,9170,10707,6234,2551,3878,25,,2012,5.1,0,793352,A
260,100,90,1578716,1298021,62725,60596,32094,158,30000000,2013,5.9,13000,22525921,A
286,120,257881,1147,190008,366933,58137,3233,520,165000000,2016,5.5,67000,102315545,B
46,96,315434,3820,527,6746,7479,51441,86,6000000,2004,7,857,371081,A
129,106,27354,5434,890,8943,112671,2703,315,2800000,1974,8,14000,86300000,B
175,90,199,2982,2819,15034,120786,3172,472,26000000,2003,6.2,0,46455802,B
359,121,1451,58471,646,29164,68211,1520,219,5000000,2011,7.4,14000,1729969,A
257,124,30469,6757,24445,1300434,111003,36873,199,,2011,7.1,22000,75621915,B
121,93,27354,4263,156,8943,95294,4701,363,2600000,1974,7.8,12000,119500000,B
22,82,1251,23052,7411700,269866,1415,3354,10,6000000,2000,4,118,9821335,A
65,146,1299,5869,3048,4065913,76016,20516,265,38000000,1999,7.6,0,50668906,B
318,101,169982,11950829,9614,74415,157857,4400,1191,300000,1978,7.9,12000,47000000,B
52,89,341411,49463,603453,1578725,12706,13626,75,10000000,2004,5.3,0,8070311,A
170,110,40,15832,45327,706553,57266,13396,89,40000000,2012,5.7,14000,41102171,B
161,91,12192,8282,4858,147,22773,4438,195,1000000,1981,6.6,0,17986000,A
22,86,101,3045657,149,0,575,2,6,225000,2012,7.5,801,111300,A
420,111,68736,99033,44389,66773,104119,4486,518,40000000,2011,6.2,26000,38176892,B
136,91,2786,950,2588,2710,177828,3969,714,30000000,2003,7.3,11000,51475962,B
82,86,422,10350,32539,277784,12160,3071,73,750000,2007,6.9,307,5518918,A
16,90,14,34,1772,9333,1245,2370,29,6000000,2010,5.7,0,399611,A
53,91,60,1012796,23,163,9785,2700,26,20000000,2007,4.5,233,8104069,A
81,98,284,141,16561,413594,61966,2018,207,60000000,2002,5.3,797,50189179,B
117,86,345,1429,18172,58160407,53118,14146,221,56000000,2004,6.2,0,45860039,B
161,110,5568,322,1968,4375160,96565,21554,135,40000000,2010,5.5,0,67061228,B
78,112,3977,17556,95112,3129432,14612,46022,105,15000000,1999,6.4,0,4485485,A
54,107,687,1319467,1364,18493233,6069,13904,33,36000000,2014,6.4,0,42019483,B
132,102,84,174687,38761,576392,32311,33153,104,15000000,2008,6.2,0,6409206,A
149,91,227,131065,390341,669625,27198,4807,131,4000000,2015,4.6,8000,35385560,B
106,120,41147,11937,5579,17097825,167750,33791,506,14500000,1996,6.8,10000,46338728,B
444,94,22297,14500,14759,9446349,108683,12306,561,5000000,2012,5.3,25000,14123773,A
92,84,259,15362,276,1313871,119675,26754,216,55000000,1995,6.6,0,141600000,B
111,118,24015,4150,947,44008,283480,3986,263,40000000,1990,7.4,0,87666629,B
274,90,7389,2848,4300,1649,17478,1951,159,4000000,2009,5,0,101055,A
99,85,0,3375,3102060,10962,50415,6539,613,20000000,2006,2.7,806,48546578,B
77,98,30,1499,188,11682,8697,2095,122,1700000,1999,6.3,374,1943649,A
436,135,1260,3540,6717,1918011,229823,12175,504,125000000,2012,6.7,31000,113165635,B
49,94,40,3729,1491,158,10883,2151,73,65000000,1999,4.9,448,36830057,B
96,133,8180,678,762,463101,17025,16710,290,64000000,1999,5.1,295,31054924,B
294,174,632132,0,4647,7367342,314253,16008,1966,125000000,2006,6.6,0,217536138,B
143,92,145,350,5019,1286353,30628,2930,471,25000000,2005,2.9,937,1550000,A
153,74,221,3375,7365,10962,162331,5713,332,55000000,2003,6.3,0,104354205,B
158,104,24321,32,486,57388,179500,1235,378,85000000,2006,6,0,62494975,B
63,90,1885,155,1122,6893153,12519,12776,112,24000000,2000,5.9,853,5108820,A
12,121,84,77,933,6061,2047,6617,29,5000000,2015,4.6,0,4700361,A
77,92,841,1,22745,51196267,156143,13162,289,12000000,1996,7,0,38624000,B
84,96,2403,613,74415,10232149,11768,11078,148,16000000,2000,5.6,492,15427192,A
41,77,1441,25357,1245,21792,8176,5568,77,22000000,1999,3.8,272,9694105,A
25,95,132,12489,97136,11955,8707,2000,36,5600000,2006,2.1,244,7009668,A
183,105,22546,734,4958,10170,21481,2355,175,32000000,2006,6.1,559,1304837,A
26,89,-1,175936,10062,7486,3086,44,9,500000,2012,8.4,0,133778,A
323,119,16119,677,24079,17097823,152591,53895,414,35000000,2008,7.3,0,22877808,A
335,87,230258,187,145424,850944,139114,24770,245,40000000,2009,7.8,15000,20999103,A
141,124,6924,69,400567,3129432,101899,32871,445,68000000,2001,6.8,0,71069884,B
264,112,227,1468,21793,21929172,117927,9131,501,145000000,2008,5.2,0,102176165,B
128,112,13071,786955,71,442161,43795,3507,171,11000000,2008,4.5,0,90556401,B
391,108,3512,13542,706550,31990,270238,35209,452,25000000,2009,7.4,19000,83813460,B
52,144,74297,3676,2936,17399,8369,1674,165,9600000,2005,6.7,957,2483955,A
166,83,6403,13965,1578717,2256034,127345,22813,250,80000000,2006,6.8,0,155019340,B
344,106,1734,3216,3375,7673,229679,18003,637,125000000,2010,5.8,15000,163192114,B
60,91,46,673,2574,647672,9427,2691,79,5000000,1998,6.6,462,5480318,A
144,107,21232,1472,2898160,3450,66382,2297,612,50000000,2005,5.1,0,80270227,B
163,121,1691876,8218,16432339,64219,53028,13040,382,55000000,1999,6.8,0,16640210,A
341,106,157334,66501,0,1347,102125,1120,324,7000000,2009,7,10000,9190525,A
490,133,339682,363,2687,38756,325264,16277,916,58800000,2014,7.3,112000,350123553,B
271,94,512,3490,842151,3095346,109620,32474,268,25000000,2009,6.2,15000,32416109,B
64,97,326,148,112,2710111,8509,209,109,700000,2001,7.2,420,1141829,A
79,129,20202,1124,856,9667,26310,2330,154,16000000,1982,7.8,0,54000000,B
49,101,38165,1890,5768,7673,5936,17665,91,10000000,2000,5.7,242,1631839,A
159,92,971182,1996,991,5198,28573,3608,72,3000000,2008,6.5,0,2926565,A
339,102,8909,10612,2256038,6302141,111102,49433,239,65000000,2014,6.5,32000,13750556,A
115,122,632132,4083,11437,5225816,35599,15275,195,55000000,1999,6.1,641,22362500,A
153,119,30382,1061151,2950,7367346,151812,17768,556,65000000,1998,6.5,0,115731542,B
40,99,169982,44554,3903,5024,17365,2125,66,40000000,1992,5.9,630,14358033,A
63,83,42,4150,39,43441,15015,5022,113,35000000,2006,4.2,494,11631245,A
239,101,-1,313,2118,50,268581,956,1109,17000000,2001,7.6,20000,96471845,B
63,97,39,526,6606,366932,26598,3161,132,20000000,2002,4.9,1000,8586376,A
315,129,339680,0,21171,24443,80140,14344,323,50000000,2010,6.5,16000,32741596,B
327,100,24769,242285,706552,6302133,270441,39807,378,8000000,2011,7.7,40000,34963967,B
49,98,393389,44554,249692,10133,10483,2705,125,5000000,2014,5.4,0,10429707,A
92,97,238638,77,9739,24195065,19709,20798,167,23000000,2001,6.1,0,27338033,A
319,121,9008,12314870,13326,64115,203963,1261,420,40000000,2013,7.6,58000,125069696,B
149,104,161,1141,1655,80315,27301,3825,101,6000000,2009,7.4,0,6670712,A
46,126,2601,1201,146,149,5158,823,140,8000000,1999,7.1,196,1997807,A
422,118,5390096,2787628,242289,1313872,286095,27468,974,200000000,2009,6.6,0,125320003,B
451,106,1094,8051006,1347,75501624,268154,12572,341,225000000,2012,6.8,40000,179020854,B
108,95,12038,2463,1312,12038,26300,993,231,6000000,2001,7.8,0,3029081,A
175,140,313,198,15806,842151,57661,13808,455,87000000,2003,7.3,0,120147445,B
18,99,15354,1993,7782,5102,2895,2341,24,,2013,5.4,604,2843,A
85,85,5917,9746,9549,2305,30651,1653,267,19000000,2003,3.4,1000,26096584,A
245,118,180,1467,2797,18783,80196,7654,190,50000000,2009,6.5,0,25450527,A
27,118,177,2506,24680,5833020,7663,27756,38,7000000,2010,6,694,46451,A
75,149,7367326,4539,7042488,7367341,50311,28713,212,26000000,1996,6.9,0,25809813,A
64,91,21534,10183,29561,1096031,12324,4409,173,9000000,2000,4.9,580,20035310,A
22,100,213,2305,151,964,44502,3362,46,10000000,1992,6.4,0,50752337,B
24,103,170,210,2496,6562,3803,2457,41,45000000,1997,4.9,68,2154540,A
382,129,107634,3361,2865,29007677,338635,22403,412,125000000,2011,7.5,39000,186830669,B
142,121,166,36268756,1890,5860,85720,4230,297,66000000,1998,7,0,83892374,B
221,88,46944,358,12282,78923,128850,3913,604,13000000,1992,7.6,10000,11501093,A
76,114,4605,1012797,7411694,269869,10791,3565,39,35000000,2008,5.3,464,42168445,B
355,109,6406,106416,706550,1861572,181025,27788,336,7000000,2012,7.7,38000,40983001,B
57,115,1185,872,2523,125,11704,2243,36,15000000,2008,7,702,183088,A
11,108,13481901,7441,16751,23051,3122,3023,14,8000000,1996,5.6,559,34746109,B
121,118,9884,48298,532,38,3329,6,22,,2008,7.5,489,228830,A
134,180,5403,2742,3674,2670,270790,3076,549,18000000,1984,8.3,16000,51600000,B
596,187,92350,0,6286,225,272839,49912,1018,44000000,2015,7.9,114000,54116191,B
178,117,742270,5085271,479821,3432581,57674,17847,126,26000000,2015,6.5,11000,12276810,A
228,97,0,121745,40189,11758197,89351,2480,214,105000000,2009,7.1,5000,104374107,B
79,97,77,9831,13917,18493233,26893,13628,126,70000000,1998,5.8,815,19819494,A
78,90,220,927,2449,17562,12125,2073,78,8000000,2007,6.4,1000,303439,A
98,103,40,23052,2620946,5082,44103,3211,149,28000000,2006,5.3,0,17324744,A
138,104,257,55217,3262,7673,30836,15860,137,4500000,2009,5.9,7000,108229,A
70,91,439,9831,322882,39931,17722,3974,111,30000000,2004,4.8,849,14018364,A
223,103,8909,892,110023,1300455,53864,20881,290,60000000,2008,4.8,2000,19781879,A
274,96,231217,527,485,24195061,190990,24640,915,35000000,2006,7.3,23000,10139254,A
588,119,-1,5400,18783,576394,395087,21668,1101,18000000,2014,7.8,114000,42335698,B
256,119,1064,2574,2403,576394,422606,17584,555,20000000,2007,7.6,0,121463226,B
55,128,160,993,17221,10893,11232,3821,106,60000000,1999,5.9,0,22326247,A
212,130,78,2973,43441,37935,107028,10247,457,60000000,2013,6,44000,31165421,B
56,98,741,248456,11437,31814,24438,13433,194,8000000,1995,6.6,0,16115878,A
79,102,702,39435,333830,15742,7314,446,55,2000000,2007,8.3,0,1430185,A
61,114,227,53691,31814,5895823,53132,25126,101,80000000,1996,5.8,0,32885565,B
167,109,2011,1453,163,38756,60555,15790,174,27000000,2009,6.2,0,13248477,A
47,118,1129,1769,570,31990,14066,24547,75,38000000,1996,6.1,352,17305211,A
209,178,1375,6741,8498,4443,110394,5074,433,40000000,2004,7.7,0,75305995,B
585,113,2912,1704,1074,11648637,431620,12652,741,178000000,2014,7.9,77000,100189501,B
199,142,15550,526,36268747,18493235,1689764,13495,4144,25000000,1994,9.3,108000,28341469,A
129,100,0,1419,633,85726,22961,1327,291,5000000,1989,4.5,1000,14343976,A
75,95,301520,2413,950,214795,15427,2729,121,11000000,2001,5.3,449,13558739,A
225,87,9499,37,3766,817,97089,1417,233,60000000,2011,5.7,20000,29136626,A
164,102,2755410,240911,24680,3490,54346,3592,358,35000000,2004,6.2,0,25266129,A
102,130,385,3659,17351,3834,58402,12186,370,80000000,1998,5.1,0,69102910,B
256,91,8421,12780,51196223,62725,164148,37142,168,85000000,2012,7.1,28000,148313048,B
83,115,531378,1177199,238641,18493237,50653,14322,143,27000000,1997,6.6,0,60491560,B
161,118,54433,16561,4692260,58160368,59435,15889,323,53000000,2005,5.7,0,55808744,B
114,89,14461,1431,0,1756,149108,485,273,16000000,1989,7.6,0,92823600,B
253,118,6273691,2781,7845,335940,217507,16758,325,30000000,2008,7.2,0,62877175,B
256,97,1010,1271,3240,24195042,123553,20645,174,145000000,2012,7.3,25000,103400692,B
91,176,590,163,375,5880,144337,1004,309,175000000,1995,6.1,0,88246220,B
23,129,758090,1306077,210,4065910,8295,19065,30,10000000,1990,6.5,720,16153600,A
